Word,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,Bigram,Conc.M,Conc.SD,Unknown,Total,Percent_known,SUBTLEX,Dom_Pos,mean_Clusters
growth,4,5,5,2,4,2,2,2,5,6,4,2,2,4,3,6,2,7,6,3,4,6,2,5,2,0,2.89,1.37,0,28,1,329,Noun,3.8
guarantee,2,5,5,4,7,5,3,2,2,3,7,2,8,2,7,3,2,5,2,2,9,3,5,8,2,0,1.96,1.09,0,27,1,1123,Verb,4.2
guard,2,2,2,5,4,2,6,3,2,3,5,4,3,2,2,2,2,5,2,4,3,3,4,6,2,0,4.04,1.29,0,29,1,2968,Noun,3.2
guidance,3,2,2,10,2,9,2,7,5,2,2,10,2,8,2,3,3,8,2,4,5,4,3,3,2,0,2.46,1.36,0,28,1,376,Noun,4.2
guide,7,2,2,3,2,6,5,4,3,10,2,3,2,3,2,2,2,3,2,5,8,4,6,10,2,0,3.7,1.35,0,29,1,910,Noun,4
hall,2,3,4,5,2,2,4,2,2,6,4,3,2,5,5,3,3,5,6,3,2,4,6,5,5,0,4.67,0.62,0,29,1,2649,Noun,3.72
halt,2,6,2,4,4,4,2,3,2,2,5,3,3,4,4,2,2,2,5,5,6,6,6,6,2,0,3.38,1.37,0,28,1,575,Verb,3.68
hand,4,6,4,3,4,4,2,2,6,2,4,3,2,7,8,9,4,4,3,3,2,2,3,6,4,0,4.72,1.03,0,29,1,14262,Noun,4.04
happen,4,7,4,2,2,7,5,2,3,2,2,7,2,3,5,2,2,2,3,2,3,2,3,2,4,0,1.78,1.12,0,27,1,12968,Verb,3.28
hard,2,7,3,4,3,2,2,2,6,5,3,2,3,2,2,2,2,8,3,2,2,3,7,2,2,0,3.76,1.3,0,31,1,15700,Adjective,3.24
harmony,3,3,2,2,3,4,2,2,2,3,3,2,2,3,2,2,4,3,2,5,2,5,2,6,4,0,2.46,1.23,0,28,1,419,Noun,2.92
head,2,8,2,3,2,3,6,6,2,3,5,7,4,6,2,5,7,2,8,7,2,5,8,2,2,0,4.75,0.65,0,29,1,18947,Noun,4.36
headed,3,5,4,4,8,2,7,4,6,6,4,2,5,3,4,6,3,2,5,2,2,9,8,3,2,0,2.67,1.21,1,27,0.964285714,1570,Verb,4.36
headquarters,2,8,6,4,5,2,3,8,4,9,6,3,3,3,8,2,3,2,3,2,9,3,4,2,10,0,4.14,1.19,0,29,1,839,Noun,4.56
heart,3,2,4,5,6,2,7,3,2,9,10,2,2,6,2,7,3,9,2,3,3,2,3,2,3,0,4.52,0.95,0,29,1,12453,Noun,4.08
heavy,3,8,8,3,4,2,4,2,2,2,5,8,2,2,7,10,2,3,3,5,9,5,2,2,3,0,3.37,1.47,0,31,1,2412,Adjective,4.24
help,4,6,2,2,3,3,2,2,9,3,2,2,5,3,3,4,6,4,2,4,7,2,5,7,2,0,2.56,1.42,0,27,1,46977,Verb,3.76
here,5,4,9,2,3,2,2,2,6,2,2,2,6,3,3,7,2,4,5,2,3,3,6,3,5,0,3.13,1.53,0,30,1,230788,Adverb,3.72
high,4,2,5,2,4,4,2,2,4,8,2,5,2,3,2,5,5,3,3,4,2,3,6,2,6,0,3.46,1.39,0,31,1,9945,Adjective,3.6
higher,9,5,8,3,2,6,6,6,3,2,4,2,2,4,2,2,2,3,2,2,2,4,2,2,2,0,2.93,1.33,0,30,1,1420,Adjective,3.48
historical,2,2,6,2,3,5,3,2,2,2,3,2,3,4,6,5,5,2,3,6,6,2,9,2,2,0,1.93,1.14,0,30,1,269,Adjective,3.56
history,2,2,2,3,4,2,2,2,2,4,3,3,3,3,5,2,2,2,2,7,4,9,2,3,2,0,2.96,1.37,1,28,0.962962963,4280,Noun,3.08
hit,8,7,6,2,4,5,7,5,7,4,9,3,3,5,10,10,2,10,4,6,4,2,2,2,2,0,4.11,1.2,0,28,1,14025,Verb,5.16
hold,7,2,10,2,10,2,4,2,2,2,10,2,3,2,2,3,3,8,9,2,2,2,2,3,5,0,3.68,1.44,0,28,1,22273,Verb,4.04
home,3,3,2,8,9,2,5,2,2,6,2,4,3,3,3,3,6,3,2,2,6,3,4,2,6,0,4.11,1.25,0,30,1,39491,Adverb,3.76
honor,3,5,2,2,3,3,3,2,3,3,7,2,2,6,2,3,5,3,2,7,3,2,9,2,2,0,1.68,1.07,0,28,1,4912,Noun,3.44
hope,4,2,3,2,4,5,3,5,2,3,5,2,2,6,6,3,2,5,2,4,7,3,4,2,2,0,1.25,0.59,0,27,1,16352,Verb,3.52
host,2,2,2,2,2,8,4,2,3,4,2,6,2,2,2,4,3,3,3,3,3,2,6,2,2,0,3.63,1.45,0,29,1,766,Noun,3.04
hour,2,2,6,3,5,4,2,2,7,2,2,3,2,8,2,2,4,4,3,7,3,3,9,6,2,0,3.1,1.42,0,28,1,8277,Noun,3.8
house,4,3,2,4,3,5,2,8,2,2,2,5,2,2,4,6,3,4,2,3,3,5,5,2,5,0,5,0,0,29,1,26214,Noun,3.52
ideal,2,6,6,3,3,2,2,2,9,2,2,2,9,7,10,2,4,2,4,10,2,3,8,6,4,0,1.37,0.67,0,30,1,374,Adjective,4.48
identification,4,2,4,7,4,2,3,10,2,10,3,3,3,2,3,6,4,8,2,2,2,3,2,3,2,0,3.4,1.52,0,29,1,409,Noun,3.84
identify,2,2,6,2,4,2,2,2,2,2,2,2,4,2,3,8,3,2,2,2,6,3,2,2,2,0,2.64,1.34,0,27,1,825,Verb,2.84
image,9,2,2,3,4,2,5,2,2,3,2,10,8,2,8,8,3,4,2,3,3,3,3,2,2,0,3.85,1.13,0,29,1,1154,Noun,3.88
immediate,9,2,2,3,3,2,3,5,2,2,2,2,2,2,3,2,2,2,9,2,8,3,2,7,3,0,2.1,1.32,0,30,1,571,Adjective,3.36
impact,10,5,6,3,7,3,7,7,6,2,7,2,3,4,6,6,8,4,3,2,2,7,3,3,5,0,2.59,1.21,0,28,1,480,Noun,4.84
importance,3,5,2,4,4,4,6,7,7,5,3,7,3,2,2,4,4,2,2,5,3,2,2,7,5,0,1.75,1.24,0,28,1,390,Noun,4
important,4,5,5,4,2,4,6,4,5,4,6,5,4,3,4,6,2,8,7,6,4,6,3,7,3,0,2.14,1.48,0,30,1,10587,Adjective,4.68
impose,2,10,2,3,2,6,8,2,9,8,2,9,8,2,3,2,4,9,9,8,10,7,3,2,2,0,1.93,1.07,1,27,0.964285714,145,Verb,5.28
improve,2,2,5,3,2,5,3,2,6,4,3,3,2,3,2,5,2,4,2,2,4,2,2,2,4,0,1.82,0.98,0,27,1,413,Verb,3.04
improvement,2,8,2,5,2,5,4,2,2,3,2,2,10,8,2,2,2,7,4,7,3,2,7,2,2,0,2.6,1.4,0,28,1,198,Noun,3.88
increase,4,6,6,7,3,5,8,10,6,5,2,6,2,3,3,4,4,2,6,3,2,3,5,2,4,0,2.61,1.57,0,27,1,436,Verb,4.44
independent,9,6,10,9,4,9,5,4,7,6,2,2,4,2,4,8,6,4,6,6,5,4,7,3,6,0,2.04,1.16,0,30,1,477,Adjective,5.52
index,8,2,3,9,2,2,2,5,2,2,6,2,5,3,10,4,3,3,6,2,2,3,4,2,4,0,3.43,1.48,1,29,0.965517241,106,Noun,3.84
indicate,8,5,4,2,5,4,5,2,9,3,3,2,4,4,2,2,3,3,2,5,2,3,2,2,2,0,2.39,1.34,0,27,1,425,Verb,3.52
individual,2,10,4,4,5,2,6,3,2,2,2,2,2,2,2,2,8,3,2,4,3,4,4,3,6,0,3.52,1.38,1,29,0.966666667,596,Noun,3.56
influence,2,2,3,3,3,2,2,2,4,10,4,4,4,3,2,5,4,3,3,8,5,3,2,6,2,0,2.11,1.31,0,28,1,754,Noun,3.64
inform,8,3,2,7,4,9,2,8,9,3,3,3,2,3,2,2,2,6,8,7,8,3,8,10,2,0,2.25,1.4,0,27,1,644,Verb,4.96
initiate,4,3,6,3,2,2,3,3,2,3,2,5,3,4,4,2,3,3,4,5,4,6,4,3,3,0,2.71,1.24,0,27,1,170,Verb,3.44
inside,2,2,8,2,4,4,5,2,9,10,2,5,2,4,2,9,5,2,3,3,3,9,8,2,2,0,3.67,1.07,0,30,1,10775,Adverb,4.36
institution,9,2,7,2,7,2,3,3,3,6,2,2,9,2,2,2,7,2,5,2,3,9,8,7,4,0,3.33,1.49,0,28,1,396,Noun,4.4
instruction,2,7,4,2,7,6,2,4,4,2,2,2,9,8,5,2,2,4,5,2,5,4,2,5,2,0,3.37,1.15,0,29,1,103,Noun,3.96
instrument,4,6,2,2,3,3,4,6,3,4,4,8,7,2,3,2,5,2,2,4,2,3,3,3,2,0,4.27,0.96,0,29,1,413,Noun,3.56
integral,6,3,4,2,3,2,7,2,3,2,9,4,2,5,4,2,2,2,8,2,3,6,3,2,2,0,2.03,1.21,1,30,0.966666667,37,Adjective,3.6
integration,7,7,2,4,2,2,3,7,5,2,4,6,4,2,4,7,6,7,3,3,2,3,4,5,8,0,1.89,0.97,0,28,1,33,Noun,4.36
intellectual,7,4,5,2,4,4,6,8,7,5,2,2,2,8,4,10,2,4,4,2,3,4,4,2,2,0,1.81,1.24,0,30,1,234,Adjective,4.28
intend,7,3,2,9,7,7,7,2,3,8,3,10,3,2,6,4,2,7,2,7,3,4,6,3,2,0,1.71,0.85,0,27,1,1183,Verb,4.76
interest,2,4,4,2,2,5,4,5,4,5,3,2,3,2,2,4,2,2,7,2,6,2,10,3,8,0,1.8,1.12,0,28,1,2598,Noun,3.8
interim,2,5,2,3,4,10,6,10,5,4,3,3,10,2,8,3,8,5,2,6,3,6,3,2,2,0,2.5,1.17,2,28,0.928571429,35,Noun,4.68
interview,4,2,2,3,2,3,2,5,4,5,4,5,5,5,3,2,3,4,5,4,3,5,2,4,2,0,3.36,1.47,1,29,0.965517241,1505,Noun,3.52
introduce,2,3,2,3,6,2,3,2,3,8,2,5,9,4,7,2,3,2,6,2,4,3,2,5,8,0,2.62,1.36,0,27,1,1771,Verb,3.92
invite,3,2,6,4,2,9,4,3,2,2,6,3,10,2,7,9,2,6,3,3,4,8,5,9,10,0,3,1.28,0,28,1,1509,Verb,4.96
involve,2,4,9,5,6,3,4,5,2,6,6,3,9,3,3,3,3,3,2,2,3,2,2,7,3,0,2.43,1.36,0,27,1,330,Verb,4
involved,5,2,6,2,2,2,4,7,6,2,2,4,4,5,3,3,3,3,5,2,2,2,5,4,3,0,2.03,1.21,0,27,1,3465,Verb,3.52
isolated,2,2,4,2,3,4,2,5,2,2,6,5,2,3,2,2,2,5,6,2,5,2,5,2,3,0,2.74,1.51,0,27,1,310,Verb,3.2
issue,5,3,3,3,7,8,3,3,7,2,9,2,3,2,2,4,5,3,8,3,3,2,2,6,5,0,2.37,1.52,0,28,1,1741,Noun,4.12
job,4,9,2,2,3,4,3,6,4,2,5,8,6,10,4,8,2,3,6,3,2,2,9,5,3,0,3.19,1.62,0,28,1,21063,Noun,4.6
join,3,2,4,9,2,9,2,2,2,2,5,10,2,3,2,3,2,2,2,2,2,4,6,8,4,0,2.86,1.41,0,28,1,4255,Verb,3.76
jointly,4,2,2,2,2,2,2,2,2,3,2,2,10,2,2,5,9,2,2,10,10,3,2,2,10,0,2,1.07,1,29,0.964285714,12,Adverb,3.84
judge,2,6,8,3,2,3,10,3,2,2,3,2,2,3,2,2,4,9,7,4,3,4,5,4,4,0,3.75,1.4,0,29,1,4063,Noun,3.96
judgment,7,4,4,7,5,5,3,3,9,3,7,2,4,3,2,4,6,3,2,2,4,2,5,3,2,0,1.68,1.33,0,28,1,839,Noun,4.04
junior,4,3,3,3,3,2,3,3,2,2,3,2,2,2,2,2,3,3,3,2,2,2,3,2,2,0,3.5,1.26,0,31,1,1825,Adjective,2.52
just,2,3,2,2,3,3,2,6,2,3,4,3,4,3,2,2,3,3,4,6,2,4,2,2,4,0,1.52,0.91,0,29,1,242206,Adverb,3.04
justify,4,5,3,3,3,2,3,5,4,6,6,2,5,2,2,2,2,2,5,2,6,2,4,2,2,0,1.45,0.74,0,27,1,256,Verb,3.36
keep,2,6,3,2,3,2,2,7,2,3,9,2,8,4,3,5,2,2,2,5,3,6,3,2,3,0,2.37,1.4,0,27,1,35846,Verb,3.64
key,2,4,4,3,7,2,2,3,8,2,4,5,5,3,2,3,4,6,7,3,6,2,5,2,4,0,4.89,0.42,0,29,1,4430,Noun,3.92
kill,2,2,4,2,2,5,2,2,4,2,2,3,3,3,6,2,2,2,3,3,2,6,2,6,2,0,3.9,1.37,0,28,1,23081,Verb,2.96
king,4,4,2,2,2,2,4,3,2,3,5,4,2,3,2,4,5,3,3,4,4,3,3,4,4,0,4.1,1.42,0,29,1,6592,Noun,3.24
kingdom,7,3,4,6,2,8,4,9,8,2,2,6,2,2,4,2,4,4,2,4,4,3,2,2,3,0,3.76,1.3,0,29,1,787,Noun,3.96
know,4,5,3,4,2,3,2,3,6,3,6,2,2,4,2,2,3,3,3,3,3,2,6,3,3,0,1.68,0.98,0,27,1,291780,Verb,3.28
l,2,3,3,5,7,3,3,5,2,6,10,2,4,8,3,8,10,2,2,10,4,4,5,2,5,0,3.13,1.74,2,29,0.92,4841,Letter,4.72
labor,3,7,4,5,6,2,5,6,2,3,2,4,10,3,2,3,4,2,6,5,9,3,6,4,2,0,3.08,1.32,0,28,1,621,Noun,4.32
land,6,2,4,4,5,3,6,4,5,4,3,8,6,3,7,7,2,6,2,10,5,6,5,9,4,0,4.57,0.69,0,29,1,4494,Noun,5.04
language,5,2,6,2,5,5,2,10,2,3,6,4,2,3,2,4,6,5,5,4,2,2,5,2,3,0,2.35,1.5,0,28,1,1790,Noun,3.88
last,6,5,6,7,3,7,3,4,8,6,7,4,9,2,2,3,6,3,7,2,4,5,3,4,4,0,3.04,1.35,0,28,1,36878,Number,4.8
late,2,2,5,3,3,2,2,3,2,4,7,3,4,5,4,3,3,4,5,2,7,3,3,3,2,0,2.6,1.41,0,30,1,13756,Adjective,3.44
later,5,4,7,5,4,7,6,2,3,3,2,2,7,3,5,8,9,4,4,3,2,2,3,3,5,0,1.8,1.16,0,29,1,14889,Adverb,4.32
law,3,3,2,2,3,4,4,7,5,4,5,3,4,3,3,4,8,4,2,2,5,4,8,2,2,0,2.57,1.6,0,28,1,5932,Noun,3.84
lay,6,3,2,9,4,7,3,9,10,3,3,2,6,2,4,2,9,2,2,3,7,2,4,2,2,0,3.86,1.43,0,28,1,2970,Verb,4.32
lead,10,3,4,4,4,2,2,6,5,4,9,3,2,6,3,3,2,4,3,3,2,2,2,5,3,0,4.1,1.23,0,28,1,4246,Verb,3.84
learn,4,5,8,7,2,8,2,2,7,3,5,5,2,5,3,5,2,2,8,3,4,6,3,3,6,0,2.2,1.19,0,27,1,6047,Verb,4.4
learning,2,3,2,2,2,3,3,2,4,9,2,5,2,2,2,2,2,4,4,2,2,2,3,2,2,0,3.14,1.62,0,28,1,1036,Verb,2.8
leave,8,8,3,6,7,6,3,2,2,6,3,8,2,8,7,6,2,5,2,2,8,2,7,3,2,0,2.53,1.33,0,27,1,28596,Verb,4.72
left,9,2,3,3,2,9,8,8,7,3,2,8,2,2,2,7,3,2,3,6,2,2,3,2,4,0,3.7,1.46,0,28,1,24707,Verb,4.16
lend,4,5,3,6,3,6,3,4,2,3,3,3,3,3,3,4,5,3,2,2,5,6,5,3,2,0,3.07,1.56,0,28,1,595,Verb,3.64
less,5,4,4,5,2,3,2,2,3,6,2,2,6,5,2,5,2,4,10,7,5,5,6,6,10,0,2.77,1.56,0,30,1,5666,Adverb,4.52
let,3,10,10,2,3,7,3,3,5,3,3,3,2,4,2,2,4,10,5,2,2,8,5,8,3,0,2.26,1.2,0,27,1,123381,Verb,4.48
level,7,5,4,8,8,5,3,4,6,4,6,6,2,3,7,5,2,2,2,3,4,3,2,3,6,0,2.86,1.43,0,28,1,2633,Noun,4.4
liable,2,2,5,3,6,5,10,2,2,2,2,3,6,2,7,2,2,5,4,2,2,2,2,6,8,0,2.04,1.35,1,30,0.965517241,369,Adjective,3.76
liberal,3,2,3,3,5,2,3,4,2,5,5,3,5,5,3,6,4,3,5,5,4,4,5,4,4,0,1.67,1.03,0,30,1,203,Adjective,3.88
library,2,2,2,3,8,3,10,3,3,7,2,2,9,4,6,7,2,6,7,2,7,4,2,6,4,0,4.8,0.76,0,29,1,1170,Noun,4.52
lie,5,2,6,2,6,2,6,2,4,6,6,2,2,5,3,4,6,4,5,2,5,2,5,2,2,0,3.11,1.42,0,28,1,6133,Verb,3.84
life,3,4,9,8,5,2,3,4,4,2,2,6,2,8,4,6,4,2,2,5,5,5,2,3,2,0,2.69,1.44,0,28,1,40629,Noun,4.08
light,8,4,7,6,5,5,3,2,7,8,5,2,6,3,2,3,2,7,3,3,2,6,10,3,2,0,4.21,1.15,0,29,1,8425,Noun,4.56
like,4,3,3,2,2,4,2,2,6,2,3,3,6,3,2,2,3,2,3,2,4,6,2,2,3,0,1.89,0.99,0,28,1,203947,Preposition,3.04
likely,5,8,6,7,4,3,5,3,2,2,4,10,2,10,2,2,10,3,2,2,3,4,4,3,4,0,1.76,1.01,0,30,1,1314,Adjective,4.4
limit,5,3,4,9,3,5,4,2,8,3,6,2,2,2,2,4,7,3,7,9,4,5,3,10,2,0,2.28,1.33,0,28,1,664,Noun,4.56
limited,2,3,3,3,3,2,4,8,4,2,2,5,2,2,2,2,2,5,3,2,5,2,4,3,3,0,1.87,1.01,0,30,1,561,Adjective,3.12
line,7,4,2,8,4,4,3,3,4,6,2,6,7,6,7,2,5,2,3,2,5,4,3,2,3,0,4.5,0.71,0,29,1,10515,Noun,4.16
link,5,2,2,10,2,5,2,3,2,3,10,8,2,2,2,2,3,5,2,9,5,2,10,4,2,0,3.43,1.38,0,29,1,609,Noun,4.16
little,4,3,2,3,3,6,3,8,4,8,2,2,2,2,5,6,3,4,4,2,3,4,2,2,2,0,3.67,1.32,0,31,1,73766,Adjective,3.56
live,7,7,9,9,3,2,3,3,2,2,2,5,2,9,4,7,3,2,2,2,2,6,3,2,4,0,3.57,1.22,0,28,1,17574,Verb,4.08
living,4,3,4,2,3,3,4,5,7,2,2,3,4,2,2,6,2,3,4,3,3,2,3,6,4,0,3.04,1.65,0,28,1,7983,Verb,3.44
local,4,6,5,7,6,4,7,3,4,4,2,3,5,3,4,6,4,2,3,4,7,2,2,7,9,0,3.04,1.45,0,30,1,2128,Adjective,4.52
location,4,4,7,4,5,2,5,8,4,6,3,3,3,3,6,6,2,4,7,3,4,7,4,9,4,0,3,1.49,0,28,1,1263,Noun,4.68
long,4,10,2,4,2,2,5,2,2,4,5,4,3,5,2,8,2,6,4,2,4,3,4,3,2,0,3.18,1.39,0,30,1,34433,Adverb,3.76
look,8,2,2,8,5,2,10,2,9,7,2,2,2,2,4,2,10,6,10,4,4,2,10,4,9,0,2.96,1.53,1,28,0.965517241,99311,Verb,5.12
lose,4,2,8,8,8,3,4,2,6,2,3,2,4,9,5,2,2,2,2,7,2,2,3,4,9,0,2.25,1.35,0,27,1,8382,Verb,4.2
loss,3,2,2,5,2,3,2,2,2,2,2,5,2,2,2,3,2,5,3,3,2,2,4,2,2,0,2.19,1.22,0,28,1,1485,Noun,2.64
lost,8,2,2,2,2,3,4,6,2,5,2,2,2,2,2,3,2,3,3,2,2,2,2,2,3,0,2.67,1.27,1,27,0.964285714,13974,Verb,2.8
lot,5,7,2,2,10,2,2,7,5,2,3,3,6,6,2,6,7,5,3,9,3,3,8,2,8,0,3.7,1.54,0,29,1,29066,Noun,4.72
low,6,4,8,10,5,9,2,4,7,2,10,5,7,5,2,6,2,3,5,2,2,7,9,10,7,0,3.34,1.47,0,31,1,3016,Adjective,5.56
made,2,2,4,3,3,2,4,10,10,3,2,5,2,3,4,2,3,5,6,5,4,5,2,4,5,0,2.52,1.36,0,27,1,28626,Verb,4
maintain,2,7,3,3,2,2,2,7,3,3,2,3,2,3,2,3,5,4,2,2,6,2,2,2,3,0,2.32,1.33,0,27,1,661,Verb,3.08
major,6,2,6,2,2,4,8,3,4,2,2,2,2,4,3,4,2,2,5,10,4,5,4,2,5,0,2.16,1.34,0,30,1,5343,Adjective,3.8
majority,7,5,4,2,2,3,2,3,5,2,5,2,2,2,2,2,2,2,2,2,2,4,2,2,3,0,2.54,1.45,0,28,1,261,Noun,2.84
make,2,3,2,3,2,4,9,5,4,4,5,9,6,3,6,3,6,5,2,2,4,7,4,6,3,0,2.67,1.6,0,27,1,70775,Verb,4.36
male,9,2,4,9,7,9,4,2,10,7,3,2,3,3,2,2,4,10,4,8,3,10,3,2,2,0,4.45,1.02,0,32,1,1731,Adjective,4.96
man,6,2,3,4,3,2,5,2,2,2,10,3,4,2,2,2,2,3,2,3,2,2,3,3,5,0,4.79,0.5,0,29,1,94133,Noun,3.16
manage,6,2,3,2,2,2,2,2,5,3,9,3,3,3,10,8,2,3,10,10,5,4,4,2,2,0,2,1.08,0,27,1,1095,Verb,4.28
manner,2,2,3,4,7,7,2,3,2,3,2,2,4,2,3,2,10,2,3,4,4,2,6,2,3,0,1.62,0.8,0,28,1,588,Noun,3.44
map,2,7,2,9,2,5,10,10,5,2,5,6,2,2,2,4,2,3,2,3,4,10,10,2,5,0,4.93,0.25,0,29,1,1623,Noun,4.64
march,3,8,3,3,4,6,9,4,4,8,2,2,2,2,2,6,2,3,2,5,2,2,2,2,2,0,4.03,1.18,0,29,1,1225,Name,3.6
mark,6,4,5,7,2,4,2,3,3,3,3,4,3,2,4,3,4,6,5,5,2,5,2,8,6,0,4.21,1.21,0,29,1,4183,Name,4.04
market,3,2,2,5,2,2,4,2,4,5,5,3,2,3,5,6,4,6,6,3,3,2,2,6,2,0,4.7,0.61,0,29,1,1848,Noun,3.56
marriage,2,2,3,6,4,7,7,3,2,5,4,4,8,4,2,4,6,3,2,4,2,3,4,2,6,0,2.51,1.2,2,28,0.999670348,3930,Noun,3.96
mass,9,5,5,3,4,7,2,4,9,2,5,2,2,4,5,2,3,2,2,4,5,4,3,2,3,0,3.44,1.6,1,31,0.964285714,880,Adjective,3.92
master,8,2,2,2,2,2,3,2,4,5,8,8,2,2,4,4,7,2,2,4,8,7,2,2,2,0,2.63,1.31,0,28,1,4450,Noun,3.84
material,6,3,10,2,4,2,2,2,2,6,3,2,4,2,2,2,6,3,4,2,3,2,2,2,2,0,4.26,1.23,0,29,1,1129,Noun,3.2
matter,8,7,3,2,8,2,5,6,8,6,2,2,3,10,2,2,2,2,5,4,2,3,5,2,3,0,3.54,1.45,0,29,1,18900,Noun,4.16
maximum,8,4,4,5,2,2,4,2,6,8,2,4,2,2,7,3,4,3,4,2,5,7,3,2,2,0,2.54,1.53,0,30,1,396,Adjective,3.88
mean,2,2,3,2,4,3,2,2,7,4,6,5,3,4,4,7,10,5,4,2,8,3,2,2,2,0,2.5,1.48,0,27,1,63443,Verb,3.92
measure,3,5,3,2,2,6,2,2,2,2,4,3,2,2,3,2,2,2,3,2,2,3,2,5,2,0,3.59,1.18,0,28,1,537,Verb,2.72
medical,7,3,2,2,4,2,2,2,2,3,7,3,5,2,2,2,5,7,3,2,5,4,5,2,2,0,3.07,1.33,0,30,1,2774,Adjective,3.4
medicine,2,5,3,5,7,5,4,6,4,5,3,2,6,6,6,5,7,5,5,2,6,4,7,7,6,0,4.79,0.5,0,29,1,1744,Noun,4.92
medium,4,2,4,3,7,8,4,3,4,6,2,6,6,2,3,4,3,2,3,2,2,3,2,3,2,0,3,1.41,0,28,1,362,Noun,3.6
meet,4,2,2,10,5,6,9,2,2,5,2,3,2,3,2,2,4,4,8,5,10,5,2,4,4,0,3,1.39,0,28,1,17966,Verb,4.28
membership,4,6,2,8,2,2,5,2,2,7,8,10,10,3,3,6,6,3,4,4,4,8,3,4,7,0,3.04,1.5,1,28,0.965517241,165,Noun,4.92
mental,8,5,4,2,2,2,5,3,2,7,6,2,5,6,2,2,2,3,3,2,2,2,2,10,2,0,2.04,1.16,0,30,1,1002,Adjective,3.64
mention,10,2,2,3,3,2,4,6,3,3,2,4,3,2,3,2,3,8,2,2,3,10,3,2,5,0,2.69,1.26,0,27,1,3033,Verb,3.68
merit,3,3,2,3,2,2,5,2,2,2,2,2,3,2,2,3,3,6,3,6,3,2,2,3,2,0,1.66,0.97,0,28,1,173,Noun,2.8
metal,3,2,4,2,8,7,2,5,6,3,2,5,5,4,3,2,2,3,10,3,3,2,8,10,2,0,4.87,0.35,0,29,1,992,Noun,4.24
middle,7,4,2,10,10,9,4,2,2,5,8,6,4,3,3,3,2,7,4,3,3,5,7,4,2,0,3.69,1.37,0,29,1,4549,Noun,4.76
mind,3,3,8,2,3,2,6,3,5,2,2,7,8,9,6,3,2,3,4,2,5,2,4,2,5,0,2.5,1.39,0,28,1,24715,Noun,4.04
mine,3,5,4,2,8,6,2,3,8,2,2,2,2,2,3,2,5,3,2,4,3,8,2,4,6,0,3.56,1.85,0,28,1,12800,Pronoun,3.72
minister,2,2,9,2,3,2,7,2,6,5,4,2,8,2,5,5,2,10,2,2,2,2,4,2,2,0,4.22,1.12,2,29,0.931034483,941,Noun,3.76
ministry,6,7,2,2,3,5,2,4,4,8,7,2,3,2,8,2,6,3,2,7,2,3,2,2,2,0,3.21,1.5,0,28,1,196,Noun,3.84
minor,3,2,5,2,2,2,5,8,8,3,6,3,4,4,3,2,2,2,2,5,2,2,2,3,7,0,2.61,1.4,1,30,0.965517241,654,Adjective,3.56
minute,2,5,2,2,3,2,3,2,3,2,2,2,2,3,2,2,4,2,3,3,3,3,2,4,2,0,3.04,1.65,0,28,1,19252,Noun,2.6
mission,4,2,5,9,4,5,4,5,3,8,5,5,3,5,3,8,7,4,2,9,3,3,6,5,2,0,2.9,1.52,0,28,1,2400,Noun,4.76
mobilize,5,4,6,4,7,6,4,4,2,3,3,2,4,4,3,2,4,4,4,4,4,4,8,4,2,0,2.62,1.01,0,27,1,52,Verb,4.04
model,8,9,3,8,2,5,2,6,6,3,7,4,4,2,4,8,4,4,4,7,2,3,5,3,2,0,4.53,0.9,0,29,1,1635,Noun,4.6
modern,2,2,2,2,2,2,2,8,4,3,2,2,2,7,9,3,2,2,2,3,2,2,2,2,5,0,2.31,1.23,0,30,1,930,Adjective,3.04
moment,2,2,2,2,3,2,4,3,4,3,9,3,2,2,3,2,2,2,3,4,2,2,4,4,3,0,1.61,1.1,1,28,0.965517241,9539,Noun,2.96
momentum,6,2,2,4,3,10,3,4,10,2,2,2,10,10,2,8,7,2,9,9,2,2,9,5,8,0,2.5,1.58,0,28,1,87,Noun,5.32
money,6,3,5,3,2,2,3,2,7,5,6,2,4,2,4,6,2,9,3,5,8,2,3,4,5,0,4.54,0.84,0,29,1,32679,Noun,4.12
morning,3,2,3,3,2,7,10,7,6,2,2,2,6,2,2,6,2,3,3,6,5,2,3,2,2,0,3.44,1.5,0,29,1,22389,Noun,3.72
motion,4,3,2,4,2,3,2,2,2,2,4,4,2,5,2,3,4,3,2,3,4,3,5,2,3,0,3.8,1.24,0,29,1,967,Noun,3
move,7,3,10,7,5,2,2,2,8,5,4,2,4,2,2,3,8,5,7,2,4,3,3,2,2,0,3.25,1.43,1,28,0.965517241,21325,Verb,4.16
movement,9,4,2,2,2,6,2,9,2,3,2,6,2,4,3,3,3,4,2,2,6,3,2,4,3,0,3.63,1.24,0,29,1,757,Noun,3.6
much,4,5,4,2,2,8,5,2,2,6,6,2,2,5,2,2,2,5,5,3,9,2,6,4,2,0,1.69,0.93,0,29,1,49636,Determiner,3.88
murder,4,5,3,5,4,6,5,6,7,6,3,7,2,9,6,3,4,4,7,6,5,5,7,5,8,0,3.61,1.55,0,29,1,5717,Noun,5.28
name,7,3,4,5,2,7,3,5,6,2,2,5,2,10,2,5,4,6,7,3,2,4,2,2,8,0,3.5,1.29,1,29,0.96,32735,Noun,4.32
